avg_brightness,contrast
-0.23722489178180695,0.7983713746070862
-0.1536814570426941,0.790834903717041
-0.7132652401924133,0.38979414105415344
-0.533323347568512,0.5086219310760498
-0.3878851532936096,0.8144568204879761
-0.15801319479942322,0.6999245882034302
-0.6746098399162292,0.6089405417442322
0.15228092670440674,0.8658801317214966
-0.8010004162788391,0.41670385003089905
-0.5928771495819092,0.7069380879402161
-0.3041016459465027,0.6657412648200989
-0.2082332819700241,0.873442530632019
-0.7005902528762817,0.48012930154800415
-0.763035237789154,0.44499123096466064
-0.8007202744483948,0.44446462392807007
-0.34732896089553833,0.7875868082046509
-0.47861146926879883,0.6824448704719543
-0.26030412316322327,0.7487092614173889
-0.11959781497716904,0.6191757321357727
-0.6819227337837219,0.333000510931015
-0.3455982506275177,0.7944937944412231
-0.5207483172416687,0.7014666795730591
-0.4068126976490021,0.6519098877906799
-0.21789714694023132,0.5730764269828796
-0.10069026798009872,0.7649011015892029
-0.3434273898601532,0.825803279876709
-0.2599039375782013,0.6534432172775269
0.08946579694747925,0.8139088749885559
-0.4027811288833618,0.5496348738670349
-0.058163248002529144,0.7411965131759644
-0.8721888661384583,0.35865166783332825
-0.6459483504295349,0.49704408645629883
-0.223199263215065,0.642126202583313
-0.8490496277809143,0.25087180733680725
-0.7836034297943115,0.2828418016433716
-0.5604141354560852,0.4935586452484131
-0.5645058155059814,0.6388710141181946
-0.46127450466156006,0.3986135423183441
-0.49794918298721313,0.778537929058075
0.04919968917965889,0.8525615930557251
-0.15821325778961182,0.7188869714736938
-0.6127750873565674,0.6611314415931702
-0.3531012237071991,0.8477228283882141
-0.7178871631622314,0.5155707597732544
-0.010023999959230423,0.8892367482185364
-0.2641456425189972,0.5709874629974365
-0.6568328142166138,0.5771788358688354
-0.29960983991622925,0.8074930310249329
-0.30832332372665405,0.6215062737464905
-0.22957183420658112,0.8467574119567871
-0.43609440326690674,0.7943229675292969
-0.4204881489276886,0.735202431678772
-0.6278011202812195,0.5955225229263306
0.14802922308444977,0.9040970206260681
-0.6410764455795288,0.34937146306037903
-0.18683472275733948,0.7290971279144287
-0.391876757144928,0.7935816645622253
-0.5388054847717285,0.6299791932106018
-0.40633252263069153,0.8267395496368408
-0.6256802678108215,0.6587429046630859
-0.4831933081150055,0.7205511927604675
-0.4037714898586273,0.5364289879798889
-0.8447679281234741,0.3876428008079529
-0.9322529435157776,0.25322768092155457
-0.3150460422039032,0.7938295602798462
-0.04404759779572487,0.6233723163604736
-0.14863944053649902,0.7650902271270752
-0.46363547444343567,0.7020571231842041
-0.3088334798812866,0.5891944169998169
-0.6334233283996582,0.6333141922950745
-0.17201879620552063,0.8501566648483276
-0.5183373093605042,0.690726101398468
-0.54289710521698,0.5013115406036377
-0.3694377839565277,0.8416358232498169
-0.558283269405365,0.6871312856674194
-0.1732393056154251,0.8663705587387085
-0.44776907563209534,0.7256073951721191
-0.10383150726556778,0.6038692593574524
-0.6560924053192139,0.5736439228057861
-0.29017606377601624,0.8334428668022156
-0.47386953234672546,0.7895037531852722
-0.7068327069282532,0.43403634428977966
-0.7680872082710266,0.4663796126842499
-0.5822228789329529,0.6657822728157043
-0.06551619619131088,0.8589458465576172
-0.655732274055481,0.49435070157051086
-0.4958283305168152,0.7582093477249146
-0.7505802512168884,0.5148626565933228
-0.08719486743211746,0.8451597094535828
-0.5112144947052002,0.6620069146156311
-0.6037914752960205,0.5234606862068176
-0.6164866089820862,0.598127543926239
-0.6738495230674744,0.33271563053131104
-0.4053221046924591,0.7471392750740051
-0.4105241596698761,0.7382656931877136
-0.4061424434185028,0.5029113292694092
-0.7429871559143066,0.34387075901031494
-0.5349639654159546,0.782753050327301
-0.4448879361152649,0.6954337358474731
-0.26882752776145935,0.7103382349014282
-0.18940575420856476,0.7830094695091248
-0.37741097807884216,0.7703705430030823
-0.5600939989089966,0.7433375120162964
-0.5929771661758423,0.7231237292289734
-0.4733593165874481,0.46846896409988403
-0.2616846561431885,0.7840449213981628
-0.5016306638717651,0.7321909666061401
-0.43563422560691833,0.7588799595832825
-0.5456582903862,0.6874305605888367
-0.06484591960906982,0.9091520309448242
-0.2305721938610077,0.8318524360656738
-0.6727091073989868,0.5526455640792847
-0.281082421541214,0.6339126825332642
-0.5881552696228027,0.5052534937858582
-0.5931872725486755,0.5393850803375244
-0.7395458817481995,0.4464844763278961
-0.5953181385993958,0.6493262052536011
-0.19880950450897217,0.6349596381187439
-0.6222088932991028,0.45545873045921326
-0.6375150680541992,0.6665345430374146
-0.8081832528114319,0.43918877840042114
-0.7379952073097229,0.5235682129859924
-0.2878851294517517,0.8131839632987976
-0.576690673828125,0.41085585951805115
0.024969996884465218,0.8206348419189453
-0.3476990759372711,0.8021671772003174
-0.626720666885376,0.6219971776008606
-0.5676170587539673,0.575656533241272
-0.02080831676721573,0.879433274269104
-0.48009201884269714,0.7731333374977112
-0.454311728477478,0.6219163537025452
-0.7376151084899902,0.5502769947052002
-0.6841736435890198,0.5745248794555664
-0.8541216254234314,0.35901910066604614
-0.5467587113380432,0.46063971519470215
-0.05225089192390442,0.8435467481613159
-0.2747098505496979,0.7278092503547668
-0.6829131841659546,0.5210350751876831
-0.7294617295265198,0.5494146347045898
-0.035184070467948914,0.8134298324584961
-0.3376350402832031,0.5840250849723816
-0.5356042385101318,0.6690338253974915
-0.5878551006317139,0.6113899946212769
-0.4282713234424591,0.7846623063087463
-0.129341721534729,0.7820596098899841
-0.8191976547241211,0.3656524419784546
-0.638665497303009,0.6691343784332275
-0.11764705181121826,0.874350905418396
-0.5551019906997681,0.46208202838897705
-0.2675670087337494,0.6680189967155457
-0.23915566504001617,0.7120515704154968
-0.32618048787117004,0.828545093536377
-0.47779110074043274,0.5486195683479309
-0.6261504888534546,0.6478291153907776
-0.11147457361221313,0.7676340937614441
-0.8224589824676514,0.4128834009170532
-0.055762290954589844,0.6924806237220764
-0.03423367813229561,0.7150993347167969
-0.6559523940086365,0.6041541695594788
-0.06326530128717422,0.801954984664917
-0.4211784601211548,0.7044007182121277
-0.4023209512233734,0.5880136489868164
-0.6063225269317627,0.6433778405189514
-0.5949479937553406,0.6736246943473816
-0.5562424659729004,0.48196685314178467
-0.45167067646980286,0.41821610927581787
-0.5329031944274902,0.36020052433013916
-0.4890556335449219,0.7178474068641663
-0.10892353951931,0.7151013612747192
-0.14707881212234497,0.7986004948616028
-0.5537315011024475,0.7079210877418518
-0.0760003998875618,0.8584182858467102
-0.5995197892189026,0.5639071464538574
-0.7568427324295044,0.4719315469264984
-0.4307522773742676,0.7777531147003174
-0.5750900506973267,0.6632189750671387
-0.1561124324798584,0.7216482758522034
-0.6716786623001099,0.5280010104179382
-0.28432372212409973,0.7328577637672424
-0.11955780535936356,0.8004794120788574
-0.4155561923980713,0.5199680924415588
-0.0625850185751915,0.8732270002365112
-0.6886754631996155,0.4406769275665283
-0.6198979616165161,0.3509991765022278
-0.34683871269226074,0.6310827732086182
-0.2716686427593231,0.6706727743148804
-0.3924669623374939,0.779107391834259
-0.6098939776420593,0.37244367599487305
-0.13352340459823608,0.7397822141647339
-0.6088035106658936,0.6378234624862671
-0.33147260546684265,0.8357037901878357
-0.22903160750865936,0.7919772863388062
-0.7091736197471619,0.6045181155204773
-0.2932873070240021,0.816595733165741
-0.31821727752685547,0.7135851383209229
-0.616346538066864,0.590217113494873
-0.5326430797576904,0.7102053165435791
0.2536714971065521,0.7754189372062683
-0.6290916204452515,0.5431618690490723
-0.2110643982887268,0.6314196586608887
-0.6354842185974121,0.6377726793289185
-0.7360544204711914,0.5512610673904419
-0.7652961611747742,0.25490421056747437
-0.218167245388031,0.6131511926651001
-0.2396058291196823,0.6351510286331177
-0.2324729859828949,0.6481540203094482
-0.31115442514419556,0.6203749179840088
-0.6210284233093262,0.3997313976287842
-0.3898959159851074,0.6673735976219177
-0.5802621245384216,0.722904622554779
-0.7821428775787354,0.44352003931999207
-0.523869514465332,0.6251209378242493
-0.41997796297073364,0.5950379967689514
-0.5204081535339355,0.666339099407196
-0.4216586947441101,0.7453129887580872
-0.6459283828735352,0.5028156042098999
0.030182089656591415,0.7841567993164062
-0.7531012892723083,0.4702885150909424
0.11485595256090164,0.6423934102058411
-0.38356339931488037,0.6175633668899536
0.04605842009186745,0.8150753974914551
-0.5651060342788696,0.6558995842933655
-0.33712485432624817,0.8361439108848572
-0.5641356706619263,0.6410115361213684
-0.6351340413093567,0.48612603545188904
-0.08351339399814606,0.8727076053619385
-0.08705481886863708,0.8771042823791504
-0.4724389612674713,0.6869165897369385
-0.22483991086483002,0.770808756351471
-0.7159064412117004,0.5338654518127441
-0.8448979258537292,0.40621891617774963
-0.17284910380840302,0.568067729473114
-0.3657163083553314,0.7637359499931335
-0.30595237016677856,0.6527953743934631
0.08354343473911285,0.6716496348381042
-0.42622047662734985,0.544535756111145
-0.6765205264091492,0.3673992455005646
0.07048819959163666,0.8804513216018677
-0.15526209771633148,0.6877556443214417
-0.37561023235321045,0.6089733839035034
-0.2582833170890808,0.6612182855606079
0.00781312771141529,0.8225299119949341
-0.10572227090597153,0.7839409112930298
-0.2285214066505432,0.8655377626419067
-0.6530912518501282,0.5658431053161621
-0.19124649465084076,0.8877980709075928
-0.2490496188402176,0.7792543768882751
-0.7382153272628784,0.5119239687919617
-0.4006202518939972,0.8390952944755554
-0.5106942653656006,0.6721740365028381
-0.7215485572814941,0.5083918571472168
-0.6696378588676453,0.456344872713089
-0.41580629348754883,0.5043908953666687
-0.1147758886218071,0.6613264083862305
-0.27958184480667114,0.8229065537452698
-0.24172666668891907,0.646335244178772
-0.6624950766563416,0.3527713119983673
-0.7662365436553955,0.45491793751716614
-0.5265306234359741,0.6484116911888123
-0.6343837380409241,0.6654173135757446
-0.4276610314846039,0.5488882660865784
-0.43563422560691833,0.5856459140777588
-0.4313925504684448,0.5138606429100037
0.09670870751142502,0.8025268316268921
0.016496608033776283,0.8186169862747192
0.017797138541936874,0.7173519730567932
0.03994600102305412,0.7416578531265259
-0.5545218586921692,0.6007846593856812
-0.26682671904563904,0.8704180121421814
0.027410974726080894,0.8544968366622925
-0.7466986775398254,0.4316992461681366
-0.12344936281442642,0.8404055833816528
-0.18346339464187622,0.7876713871955872
0.03293318301439285,0.8315437436103821
-0.7454781532287598,0.43584752082824707
-0.4793217182159424,0.7451159358024597
-0.10749299079179764,0.784558117389679
-0.7136253714561462,0.3937789499759674
-0.6456782817840576,0.6041253805160522
-0.6865346431732178,0.6129149794578552
